latitude,longitude
50.481593,30.523235
50.481743,30.523223
50.481893,30.523222
50.482043,30.523220
50.482193,30.523220
50.482343,30.523241
50.482493,30.523246
50.482643,30.523248
50.482793,30.523246
50.482943,30.523245
50.483093,30.523247
50.483243,30.523239
50.483393,30.523256
50.483543,30.523276
50.483693,30.523261
50.483843,30.523271
50.483992,30.523285
50.484143,30.523277
50.484292,30.523297
50.484442,30.523298
50.484592,30.523296
50.484743,30.523295
50.484893,30.523298
50.485043,30.523295
50.485193,30.523286
50.485343,30.523304
50.485493,30.523296
50.485642,30.523276
50.485792,30.523262
50.485942,30.523242
50.486092,30.523231
50.486242,30.523221
50.486392,30.523212
50.486542,30.523217
50.486692,30.523230
50.486842,30.523240
50.486992,30.523251
50.487142,30.523234
50.487292,30.523244
50.487442,30.523236
50.487591,30.523254
50.487741,30.523238
50.487891,30.523233
50.488041,30.523242
50.488191,30.523225
50.488341,30.523220
50.488491,30.523217
50.488642,30.523220
50.488792,30.523215
50.488941,30.523234
50.489091,30.523236
50.489241,30.523251
50.489391,30.523245
50.489541,30.523255
50.489691,30.523263
50.489842,30.523265
50.489991,30.523286
50.490141,30.523288
50.490291,30.523304
50.490441,30.523298
50.490591,30.523297
50.490741,30.523287
50.490891,30.523277
50.491041,30.523295
50.491191,30.523301
50.491341,30.523318
50.491491,30.523323
50.491641,30.523320
50.491791,30.523329
50.491941,30.523315
50.492091,30.523312
50.492241,30.523304
50.492391,30.523297
50.492541,30.523315
50.492691,30.523333
50.492841,30.523317
50.492990,30.523334
50.493140,30.523318
50.493290,30.523338
50.493440,30.523331
50.493590,30.523346
50.493739,30.523326
50.493889,30.523342
50.494039,30.523356
50.494189,30.523372
50.494339,30.523383
50.494489,30.523398
50.494639,30.523412
50.494789,30.523412
50.494938,30.523432
50.495088,30.523421
50.495238,30.523422
50.495388,30.523411
50.495539,30.523415
50.495689,30.523426
50.495838,30.523410
50.495988,30.523405
50.496139,30.523411
50.496288,30.523429
50.496438,30.523446
50.496588,30.523435
50.496738,30.523431
50.496888,30.523447
50.497038,30.523461
50.497188,30.523457
50.497338,30.523439
50.497487,30.523423
50.497638,30.523417
50.497787,30.523430
50.497937,30.523447
50.498087,30.523462
50.498237,30.523457
50.498387,30.523466
50.498537,30.523465
50.498688,30.523463
50.498838,30.523459
50.498987,30.523440
50.499137,30.523454
50.499287,30.523472
50.499437,30.523455
50.499587,30.523458
50.499737,30.523464
50.499887,30.523473
50.500037,30.523463
50.500187,30.523444
50.500337,30.523432
50.500487,30.523432
50.500637,30.523450
50.500787,30.523450
50.500936,30.523435
50.501087,30.523427
50.501236,30.523412
50.501387,30.523417
50.501537,30.523425
50.501687,30.523427
50.501837,30.523433
50.501987,30.523452
50.502137,30.523442
50.502287,30.523431
50.502436,30.523451
50.502586,30.523470
50.502736,30.523485
50.502886,30.523483
50.503035,30.523464
50.503186,30.523464
50.503336,30.523464
50.503486,30.523481
50.503635,30.523501
50.503785,30.523503
50.503935,30.523508
50.504085,30.523522
50.504235,30.523502
50.504385,30.523505
50.504535,30.523502
50.504685,30.523487
50.504835,30.523474
50.504985,30.523456
50.505135,30.523449
50.505284,30.523465
50.505434,30.523451
50.505584,30.523439
50.505734,30.523448
50.505884,30.523435
50.506034,30.523433
50.506185,30.523439
50.506335,30.523446
50.506484,30.523464
50.506634,30.523452
50.506784,30.523439
50.506934,30.523430
50.507084,30.523417
50.507234,30.523415
50.507384,30.523397
50.507534,30.523409
50.507684,30.523411
50.507834,30.523431
50.507984,30.523440
50.508134,30.523441
50.508284,30.523446
50.508434,30.523434
50.508584,30.523450
50.508734,30.523437
50.508884,30.523430
50.509033,30.523450
50.509183,30.523445
50.509334,30.523438
50.509484,30.523450
50.509633,30.523438
50.509784,30.523446
50.509934,30.523456
50.510084,30.523452
50.510234,30.523466
50.510384,30.523477
50.510534,30.523471
50.510683,30.523487
50.510833,30.523477
50.510983,30.523460
50.511133,30.523447
50.511283,30.523466
50.511433,30.523480
50.511583,30.523478
50.511733,30.523471
50.511883,30.523480
50.512033,30.523479
50.512183,30.523461
50.512333,30.523447
50.512482,30.523467
50.512632,30.523470
50.512782,30.523462
50.512932,30.523480
50.513082,30.523496
50.513232,30.523495
50.513382,30.523505
50.513532,30.523494
50.513682,30.523499
50.513832,30.523483
50.513982,30.523502
50.514132,30.523499
50.514282,30.523487
50.514432,30.523481
50.514582,30.523465
50.514732,30.523476
50.514882,30.523464
50.515032,30.523457
50.515182,30.523456
50.515332,30.523443
50.515482,30.523436
50.515632,30.523442
50.515782,30.523430
50.515932,30.523419
50.516082,30.523421
50.516232,30.523438
50.516382,30.523455
50.516532,30.523450
50.516682,30.523457
50.516832,30.523470
50.516982,30.523466
50.517132,30.523462
50.517282,30.523451
50.517432,30.523457
50.517582,30.523475
50.517731,30.523455
50.517881,30.523438
50.518031,30.523439
50.518181,30.523444
50.518331,30.523461
50.518481,30.523461
50.518631,30.523479
50.518781,30.523462
50.518931,30.523469
50.519081,30.523477
50.519231,30.523471
50.519381,30.523460
50.519531,30.523446
50.519681,30.523427
50.519830,30.523445
50.519980,30.523436
50.520131,30.523438
50.520281,30.523434
50.520430,30.523416
50.520580,30.523425
50.520730,30.523408
50.520880,30.523419
50.521030,30.523412
50.521180,30.523401
50.521330,30.523400
50.521480,30.523419
50.521630,30.523425
50.521780,30.523437
50.521930,30.523443
50.522080,30.523430
50.522230,30.523441
50.522380,30.523446
50.522530,30.523445
50.522680,30.523452
50.522831,30.523454
50.522981,30.523454
50.523131,30.523442
50.523281,30.523441
50.523431,30.523427
50.523581,30.523438
50.523731,30.523442
50.523881,30.523441
50.524031,30.523425
50.524181,30.523416
50.524331,30.523401
50.524481,30.523416
50.524630,30.523402
50.524780,30.523414
50.524930,30.523399
50.525080,30.523415
50.525230,30.523416
50.525380,30.523408
50.525530,30.523394
50.525680,30.523413
50.525830,30.523403
50.525980,30.523392
50.526130,30.523400
50.526280,30.523391
50.526430,30.523390
50.526580,30.523388
50.526730,30.523368
50.526880,30.523385
50.527030,30.523394
50.527180,30.523388
50.527330,30.523381
50.527480,30.523374
50.527630,30.523366
50.527780,30.523358
50.527930,30.523368
50.528080,30.523378
50.528230,30.523363
50.528380,30.523350
50.528530,30.523359
50.528680,30.523371
50.528830,30.523358
50.528980,30.523368
50.529130,30.523354
50.529279,30.523374
50.529429,30.523380
50.529579,30.523360
50.529729,30.523349
50.529879,30.523335
50.530029,30.523317
50.530179,30.523314
50.530328,30.523333
50.530478,30.523347
50.530628,30.523332
50.530778,30.523344
50.530928,30.523356
50.531078,30.523373
50.531228,30.523374
50.531378,30.523389
50.531528,30.523393
50.531678,30.523392
50.531828,30.523373
50.531978,30.523373
50.532128,30.523375
50.532278,30.523362
50.532428,30.523363
50.532578,30.523376
50.532728,30.523384
50.532878,30.523380
50.533028,30.523365
50.533178,30.523372
50.533328,30.523369
50.533478,30.523367
50.533628,30.523376
50.533778,30.523396
50.533928,30.523390
50.534078,30.523383
50.534228,30.523382
50.534378,30.523371
50.534528,30.523354
50.534678,30.523352
50.534828,30.523364
50.534978,30.523362
50.535128,30.523350
50.535278,30.523340
50.535428,30.523349
50.535578,30.523345
50.535728,30.523330
50.535878,30.523323
50.536028,30.523332
50.536179,30.523336
50.536328,30.523321
50.536479,30.523318
50.536628,30.523335
50.536778,30.523327
50.536928,30.523313
50.537078,30.523334
50.537228,30.523347
50.537378,30.523348
50.537528,30.523332
50.537678,30.523340
50.537828,30.523356
50.537977,30.523344
50.538128,30.523352
50.538277,30.523332
50.538427,30.523325
50.538577,30.523338
50.538727,30.523324
50.538877,30.523319
50.539027,30.523309
50.539177,30.523309
50.539328,30.523306
50.539477,30.523325
50.539627,30.523310
50.539777,30.523318
50.539927,30.523304
50.540077,30.523293
50.540227,30.523288
50.540377,30.523303
50.540527,30.523312
50.540677,30.523328
50.540827,30.523329
50.540977,30.523314
50.541127,30.523328
50.541277,30.523340
50.541427,30.523330
50.541577,30.523332
50.541726,30.523313
50.541876,30.523328
50.542026,30.523317
50.542176,30.523312
50.542326,30.523330
50.542476,30.523319
50.542626,30.523307
50.542776,30.523307
50.542926,30.523306
50.543076,30.523318
50.543226,30.523326
50.543376,30.523318
50.543526,30.523298
50.543676,30.523282
50.543826,30.523300
50.543976,30.523307
50.544125,30.523326
50.544275,30.523319
50.544426,30.523314
50.544575,30.523294
50.544725,30.523307
50.544875,30.523292
50.545025,30.523291
50.545175,30.523302
50.545325,30.523311
50.545475,30.523324
50.545625,30.523336
50.545775,30.523347
50.545925,30.523352
50.546075,30.523336
50.546225,30.523324
50.546374,30.523343
50.546525,30.523346
50.546674,30.523332
50.546824,30.523342
50.546974,30.523328
50.547124,30.523347
50.547274,30.523345
50.547424,30.523364
50.547574,30.523364
50.547724,30.523352
50.547874,30.523347
50.548024,30.523347
50.548174,30.523356
50.548324,30.523359
50.548474,30.523370
50.548624,30.523383
50.548774,30.523380
50.548925,30.523384
50.549074,30.523367
50.549224,30.523362
50.549374,30.523342
50.549524,30.523334
50.549674,30.523321
50.549824,30.523308
50.549974,30.523302
50.550124,30.523319
50.550274,30.523325
50.550424,30.523329
50.550574,30.523342
50.550724,30.523329
50.550874,30.523343
50.551024,30.523354
50.551174,30.523338
50.551323,30.523320
50.551473,30.523330
50.551623,30.523334
50.551774,30.523339
50.551923,30.523359
50.552073,30.523369
50.552223,30.523349
50.552373,30.523353
50.552523,30.523357
50.552673,30.523360
50.552823,30.523355
50.552973,30.523355
50.553123,30.523370
50.553273,30.523388
50.553423,30.523389
50.553573,30.523395
50.553723,30.523393
50.553873,30.523399
50.554024,30.523407
50.554174,30.523395
50.554324,30.523389
50.554474,30.523382
50.554624,30.523380
50.554774,30.523391
50.554923,30.523371
50.555073,30.523360
50.555224,30.523359
50.555373,30.523375
50.555524,30.523378
50.555674,30.523386
50.555823,30.523406
50.555973,30.523409
50.556123,30.523403
50.556274,30.523402
50.556423,30.523423
50.556573,30.523433
50.556723,30.523448
50.556873,30.523457
50.557023,30.523446
50.557173,30.523465
50.557323,30.523465
50.557473,30.523463
50.557623,30.523467
50.557773,30.523472
50.557923,30.523454
50.558073,30.523437
50.558223,30.523442
50.558373,30.523444
50.558523,30.523457
50.558673,30.523438
50.558823,30.523440
50.558973,30.523427
50.559123,30.523434
50.559273,30.523432
50.559423,30.523448
50.559573,30.523444
50.559723,30.523434
50.559872,30.523413
50.560022,30.523417
50.560173,30.523409
50.560323,30.523419
50.560472,30.523402
50.560622,30.523388
50.560772,30.523375
50.560922,30.523371
50.561072,30.523384
50.561222,30.523366
50.561372,30.523368
50.561522,30.523370
50.561672,30.523368
50.561822,30.523376
50.561972,30.523395
50.562122,30.523375
50.562271,30.523357
50.562421,30.523375
50.562571,30.523395
50.562721,30.523403
50.562871,30.523405
50.563021,30.523399
50.563171,30.523393
50.563321,30.523407
50.563471,30.523388
50.563621,30.523401
50.563771,30.523406
50.563920,30.523388
50.564071,30.523388
50.564221,30.523392
50.564370,30.523412
50.564520,30.523400
50.564670,30.523397
50.564821,30.523396
50.564971,30.523395
50.565121,30.523388
50.565271,30.523381
50.565421,30.523387
50.565571,30.523393
50.565721,30.523377
50.565871,30.523376
50.566021,30.523390
50.566171,30.523380
50.566321,30.523371
50.566471,30.523352
50.566620,30.523333
50.566770,30.523352
50.566920,30.523368
50.567069,30.523385
50.567220,30.523391
50.567370,30.523400
50.567520,30.523389
50.567670,30.523383
50.567819,30.523365
50.567970,30.523370
50.568120,30.523377
50.568270,30.523363
50.568419,30.523379
50.568569,30.523396
50.568719,30.523388
50.568869,30.523399
50.569019,30.523403
50.569169,30.523404
50.569320,30.523409
50.569469,30.523426
50.569619,30.523416
50.569769,30.523403
50.569919,30.523391
50.570069,30.523372
50.570218,30.523392
50.570368,30.523403
50.570519,30.523413
50.570668,30.523394
50.570818,30.523396
50.570968,30.523402
50.571119,30.523399
50.571268,30.523387
50.571419,30.523395
50.571568,30.523410
50.571718,30.523418
50.571869,30.523413
50.572019,30.523409
50.572169,30.523418
50.572319,30.523423
50.572469,30.523415
50.572619,30.523396
50.572769,30.523406
50.572918,30.523391
50.573068,30.523372
50.573218,30.523359
50.573368,30.523357
50.573518,30.523363
50.573668,30.523374
50.573818,30.523372
50.573968,30.523368
50.574119,30.523365
50.574269,30.523359
50.574419,30.523361
50.574569,30.523344
50.574719,30.523340
50.574869,30.523326
50.575018,30.523343
50.575168,30.523361
50.575318,30.523377
50.575468,30.523366
50.575618,30.523365
50.575768,30.523351
50.575918,30.523341
50.576067,30.523321
50.576217,30.523335
50.576367,30.523320
50.576517,30.523306
50.576667,30.523325
50.576817,30.523324
50.576967,30.523321
50.577117,30.523332
50.577267,30.523324
50.577417,30.523340
50.577567,30.523333
50.577717,30.523320
50.577867,30.523324
50.578017,30.523339
50.578167,30.523339
50.578317,30.523357
50.578467,30.523356
50.578617,30.523361
50.578767,30.523364
50.578917,30.523364
50.579067,30.523359
50.579217,30.523370
50.579367,30.523381
50.579518,30.523378
50.579667,30.523358
50.579817,30.523352
50.579967,30.523350
50.580117,30.523357
50.580267,30.523343
50.580417,30.523334
50.580567,30.523319
50.580717,30.523320
50.580867,30.523332
50.581017,30.523344
50.581167,30.523333
50.581317,30.523314
50.581467,30.523309
50.581617,30.523302
50.581767,30.523299
50.581917,30.523294
50.582067,30.523309
50.582217,30.523328
50.582367,30.523316
50.582517,30.523336
50.582666,30.523347
50.582816,30.523334
50.582967,30.523330
50.583117,30.523339
50.583266,30.523354
50.583416,30.523364
50.583567,30.523365
50.583717,30.523374
50.583866,30.523391
50.584016,30.523410
50.584166,30.523391
50.584315,30.523371
50.584465,30.523352
50.584615,30.523354
50.584765,30.523351
50.584915,30.523338
50.585065,30.523325
50.585215,30.523322
50.585365,30.523304
50.585515,30.523320
50.585665,30.523334
50.585815,30.523339
50.585965,30.523349
50.586115,30.523334
50.586264,30.523352
50.586414,30.523337
50.586564,30.523322
50.586714,30.523325
50.586864,30.523306
50.587014,30.523310
50.587164,30.523326
50.587314,30.523320
50.587463,30.523340
50.587613,30.523324
50.587763,30.523320
50.587913,30.523331
50.588063,30.523345
50.588213,30.523329
50.588363,30.523315
50.588513,30.523327
50.588663,30.523323
50.588813,30.523302
50.588962,30.523322
50.589112,30.523330
50.589262,30.523332
50.589412,30.523315
50.589562,30.523301
50.589712,30.523309
50.589862,30.523322
50.590012,30.523322
50.590162,30.523323
50.590312,30.523338
50.590462,30.523354
50.590612,30.523356
50.590762,30.523353
50.590912,30.523338
50.591062,30.523337
50.591212,30.523349
50.591362,30.523351
50.591512,30.523333
50.591662,30.523320
50.591812,30.523337
50.591962,30.523351
50.592112,30.523354
50.592261,30.523334
50.592412,30.523334
50.592561,30.523322
50.592711,30.523309
50.592861,30.523292
50.593011,30.523288
50.593161,30.523301
50.593311,30.523289
50.593461,30.523301
50.593611,30.523305
50.593761,30.523291
50.593911,30.523289
50.594061,30.523304
50.594211,30.523292
50.594361,30.523281
50.594511,30.523294
50.594661,30.523313
50.594810,30.523292
50.594960,30.523301
50.595110,30.523320
50.595260,30.523339
50.595410,30.523351
50.595560,30.523348
50.595710,30.523338
50.595859,30.523320
50.596009,30.523340
50.596159,30.523357
50.596309,30.523357
50.596459,30.523345
50.596609,30.523362
50.596758,30.523383
50.596908,30.523365
50.597058,30.523362
50.597208,30.523363
50.597358,30.523366
50.597508,30.523380
50.597658,30.523374
50.597808,30.523384
50.597958,30.523365
50.598108,30.523352
50.598258,30.523349
50.598408,30.523342
50.598558,30.523349
50.598708,30.523338
50.598858,30.523356
50.599008,30.523372
50.599157,30.523353
50.599307,30.523342
50.599457,30.523345
50.599608,30.523344
50.599758,30.523342
50.599908,30.523330
50.600057,30.523349
50.600207,30.523331
50.600357,30.523345
50.600507,30.523359
50.600657,30.523374
50.600807,30.523359
50.600957,30.523350
50.601106,30.523332
50.601256,30.523349
50.601406,30.523333
50.601556,30.523345
50.601706,30.523354
50.601856,30.523364
50.602006,30.523348
50.602156,30.523361
50.602306,30.523352
50.602456,30.523341
50.602606,30.523339
50.602756,30.523352
50.602906,30.523333
50.603055,30.523344
50.603205,30.523332
50.603355,30.523341
50.603506,30.523339
50.603655,30.523356
50.603805,30.523372
50.603955,30.523378
50.604105,30.523358
50.604255,30.523339
50.604404,30.523324
50.604555,30.523325
50.604705,30.523333
50.604855,30.523345
50.605005,30.523352
50.605155,30.523341
50.605304,30.523360
50.605454,30.523349
50.605604,30.523332
50.605754,30.523322
50.605904,30.523314
50.606054,30.523332
50.606204,30.523314
50.606353,30.523299
50.606503,30.523318
50.606653,30.523334
50.606803,30.523342
50.606953,30.523356
50.607103,30.523343
50.607253,30.523352
50.607403,30.523350
50.607553,30.523364
50.607703,30.523371
50.607853,30.523384
50.608003,30.523385
50.608153,30.523387
50.608303,30.523397
50.608453,30.523388
50.608603,30.523387
50.608753,30.523382
50.608903,30.523389
50.609053,30.523405
50.609203,30.523395
50.609353,30.523388
50.609503,30.523401
50.609653,30.523388
50.609803,30.523369
50.609953,30.523374
50.610103,30.523391
50.610253,30.523399
50.610403,30.523392
50.610553,30.523372
50.610702,30.523357
50.610852,30.523343
50.611002,30.523342
50.611153,30.523343
50.611302,30.523327
50.611452,30.523336
50.611602,30.523322
50.611752,30.523303
50.611902,30.523295
50.612052,30.523280
50.612202,30.523281
50.612352,30.523286
50.612502,30.523292
50.612652,30.523308
50.612802,30.523288
50.612952,30.523291
50.613102,30.523305
50.613252,30.523303
50.613402,30.523298
50.613552,30.523311
50.613702,30.523308
50.613852,30.523307
50.614002,30.523317
50.614152,30.523326
50.614302,30.523310
50.614452,30.523300
50.614602,30.523284
50.614752,30.523284
50.614902,30.523271
50.615052,30.523285
50.615202,30.523267
50.615351,30.523248
50.615501,30.523254
50.615651,30.523265
50.615801,30.523280
50.615951,30.523292
50.616101,30.523296
50.616251,30.523304
50.616401,30.523322
50.616551,30.523325
50.616701,30.523318
50.616851,30.523307
50.617001,30.523299
50.617151,30.523318
50.617301,30.523337
50.617450,30.523320
50.617600,30.523335
50.617750,30.523316
50.617900,30.523336
50.618050,30.523336
50.618200,30.523333
50.618350,30.523326
50.618500,30.523312
50.618650,30.523318
50.618800,30.523312
50.618950,30.523300
50.619100,30.523288
50.619250,30.523270
50.619400,30.523260
50.619550,30.523256
50.619700,30.523267
50.619850,30.523275
50.619999,30.523255
50.620149,30.523242
50.620299,30.523262
50.620449,30.523278
50.620599,30.523282
50.620749,30.523262
50.620899,30.523273
50.621048,30.523254
50.621198,30.523257
50.621348,30.523266
50.621498,30.523272
50.621648,30.523258
50.621798,30.523238
50.621948,30.523254
50.622098,30.523240
50.622247,30.523224
50.622398,30.523228
50.622548,30.523221
50.622698,30.523208
50.622847,30.523193
50.622998,30.523191
50.623147,30.523177
50.623297,30.523186
50.623447,30.523175
50.623597,30.523190
50.623747,30.523180
50.623897,30.523177
50.624047,30.523162
50.624197,30.523160
50.624347,30.523149
50.624497,30.523135
50.624647,30.523134
50.624797,30.523117
50.624947,30.523119
50.625097,30.523126
50.625247,30.523138
50.625397,30.523125
50.625547,30.523113
50.625697,30.523131
50.625847,30.523144
50.625997,30.523144
50.626147,30.523124
50.626296,30.523144
50.626446,30.523157
50.626596,30.523153
50.626746,30.523148
50.626896,30.523164
50.627046,30.523177
50.627196,30.523158
50.627346,30.523139
50.627496,30.523141
50.627645,30.523161
50.627795,30.523172
50.627945,30.523177
50.628095,30.523189
50.628245,30.523207
50.628395,30.523227
50.628545,30.523224
50.628695,30.523222
50.628845,30.523229
50.628995,30.523212
50.629145,30.523215
50.629295,30.523210
50.629445,30.523192
50.629595,30.523184
50.629745,30.523201
50.629894,30.523216
50.630045,30.523212
50.630195,30.523223
50.630344,30.523209
50.630494,30.523197
50.630645,30.523198
50.630794,30.523181
50.630944,30.523167
50.631094,30.523163
50.631244,30.523177
50.631394,30.523181
50.631544,30.523176
50.631694,30.523182
50.631844,30.523168
50.631994,30.523157
50.632144,30.523166
50.632295,30.523169
50.632445,30.523176
50.632594,30.523194
50.632745,30.523192
50.632894,30.523176
50.633044,30.523178
50.633194,30.523188
50.633344,30.523205
50.633494,30.523186
50.633644,30.523190
50.633794,30.523192
50.633944,30.523194
50.634094,30.523211
50.634244,30.523213
50.634394,30.523227
50.634544,30.523226
50.634694,30.523242
50.634844,30.523232
50.634994,30.523222
50.635144,30.523217
50.635294,30.523209
50.635444,30.523212
50.635595,30.523214
50.635745,30.523212
50.635894,30.523227
50.636044,30.523240
50.636194,30.523249
50.636344,30.523263
50.636494,30.523267
50.636645,30.523259
50.636794,30.523279
50.636944,30.523276
50.637094,30.523263
50.637244,30.523253
50.637394,30.523272
50.637544,30.523267
50.637694,30.523248
50.637843,30.523267
50.637993,30.523285
50.638143,30.523278
50.638293,30.523267
50.638443,30.523282
50.638593,30.523276
50.638743,30.523261
50.638893,30.523272
50.639043,30.523259
50.639193,30.523255
50.639343,30.523261
50.639493,30.523241
50.639643,30.523229
50.639793,30.523219
50.639943,30.523225
50.640093,30.523223
50.640242,30.523243
50.640392,30.523260
50.640542,30.523248
50.640692,30.523246
50.640842,30.523237
50.640992,30.523247
50.641143,30.523248
50.641292,30.523230
50.641442,30.523212
50.641592,30.523217
50.641742,30.523229
50.641892,30.523222
50.642042,30.523222
50.642192,30.523220
50.642342,30.523239
50.642492,30.523225
50.642642,30.523207
50.642792,30.523207
50.642942,30.523196
50.643092,30.523200
50.643242,30.523216
50.643392,30.523205
50.643542,30.523192
50.643692,30.523201
50.643842,30.523205
50.643992,30.523218
50.644142,30.523226
50.644292,30.523220
50.644442,30.523213
50.644592,30.523206
50.644742,30.523211
50.644892,30.523192
50.645041,30.523173
50.645191,30.523157
50.645341,30.523168
50.645491,30.523189
50.645641,30.523204
50.645790,30.523223
50.645940,30.523212
50.646090,30.523222
50.646240,30.523240
50.646390,30.523243
50.646540,30.523233
50.646690,30.523224
50.646840,30.523234
50.646990,30.523215
50.647140,30.523225
50.647289,30.523245
50.647439,30.523235
50.647589,30.523225
50.647739,30.523241
50.647889,30.523257
50.648039,30.523248
50.648189,30.523269
50.648339,30.523274
50.648489,30.523261
50.648638,30.523281
50.648788,30.523267
50.648938,30.523261
50.649089,30.523264
50.649238,30.523283
50.649388,30.523271
50.649538,30.523256
50.649688,30.523256
50.649838,30.523253
50.649988,30.523259
50.650139,30.523261
50.650288,30.523247
50.650439,30.523248
50.650589,30.523253
50.650739,30.523238
50.650889,30.523233
50.651039,30.523226
50.651189,30.523242
50.651339,30.523246
50.651489,30.523246
50.651638,30.523266
50.651789,30.523262
50.651939,30.523262
50.652088,30.523244
50.652238,30.523229
50.652388,30.523233
50.652538,30.523252
50.652688,30.523262
50.652838,30.523267
50.652988,30.523254
50.653138,30.523255
50.653288,30.523243
50.653438,30.523263
50.653588,30.523278
50.653738,30.523270
50.653887,30.523290
50.654038,30.523285
50.654187,30.523300
50.654337,30.523283
50.654487,30.523269
50.654637,30.523258
50.654787,30.523252
50.654937,30.523260
50.655087,30.523260
50.655237,30.523245
50.655387,30.523236
50.655537,30.523228
50.655687,30.523220
50.655837,30.523230
50.655988,30.523229
50.656137,30.523245
50.656287,30.523251
50.656438,30.523251
50.656588,30.523255
50.656738,30.523265
50.656888,30.523272
50.657038,30.523255
50.657188,30.523256
50.657338,30.523273
50.657487,30.523256
50.657637,30.523239
50.657787,30.523242
50.657937,30.523260
50.658087,30.523271
50.658237,30.523290
50.658387,30.523297
50.658537,30.523294
50.658686,30.523275
50.658836,30.523260
50.658986,30.523255
50.659137,30.523252
50.659286,30.523231
50.659436,30.523243
50.659586,30.523239
